Suburb,Address,Rooms,Type,Price,Date,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,CrimeRate,NearbySchools
Dingley Village,138 Howard Rd,3,h,816000.0,2017-06-03,22.2,3172,2,2,533,122,1980,Kingston City Council,-37.986,145.1204,South-Eastern Metropolitan,3940,232,7
Doncaster,33 Clay Dr,4,h,2600000.0,2017-06-03,12.4,3108,4,2,1072,328,1960,Manningham City Council,-37.7909,145.1273,Eastern Metropolitan,9028,150,4
Doncaster,192 George St,3,h,1285000.0,2017-06-03,12.4,3108,1,2,645,0,0,Manningham City Council,-37.7797,145.1403,Eastern Metropolitan,9028,150,4
Doncaster,21 Hampshire Rd,3,h,1360000.0,2017-06-03,12.4,3108,1,2,647,127,1965,Manningham City Council,-37.7944,145.1387,Eastern Metropolitan,9028,150,4
Doncaster,34 Henry St,5,h,1600000.0,2017-06-03,12.4,3108,2,2,757,335,1980,Manningham City Council,-37.7754,145.1316,Eastern Metropolitan,9028,150,4
Doncaster,128 High St,5,h,1370000.0,2017-06-03,12.4,3108,2,2,768,0,0,Manningham City Council,-37.7793,145.1134,Eastern Metropolitan,9028,150,4
Doncaster East,7 Daphne St,4,h,1760000.0,2017-06-03,14.3,3109,4,2,651,0,0,Manningham City Council,-37.7854,145.1454,Eastern Metropolitan,10999,153,6
Doncaster East,11 Huntingfield Dr,4,h,1662000.0,2017-06-03,14.3,3109,2,2,785,199,1980,Manningham City Council,-37.7738,145.1671,Eastern Metropolitan,10999,153,6
Doveton,24 Betula St,3,h,545000.0,2017-06-03,28.8,3177,1,1,700,113,1960,Casey City Council,-37.991,145.2316,South-Eastern Metropolitan,3533,253,2
Eaglemont,2/12 Ashby Gr,2,u,750000.0,2017-06-03,8.9,3084,1,1,112,93,1960,Banyule City Council,-37.7669,145.0521,Eastern Metropolitan,1651,412,10
Elsternwick,6/26 Parkside St,2,u,975000.0,2017-06-03,7.2,3185,1,1,1764,106,1970,Glen Eira City Council,-37.8879,145.012,Southern Metropolitan,4898,229,4
Eltham,6 Grove St,4,h,975000.0,2017-06-03,18.0,3095,1,2,1005,0,0,Banyule City Council,-37.7112,145.1533,Eastern Metropolitan,6990,323,11
Eltham,87 Silver St,3,h,842000.0,2017-06-03,18.0,3095,1,1,960,0,0,Banyule City Council,-37.709,145.1413,Eastern Metropolitan,6990,323,11
Elwood,4/193 Brighton Rd,2,u,480000.0,2017-06-03,7.2,3184,1,1,1210,65,1968,Port Phillip City Council,-37.8785,144.9932,Southern Metropolitan,8989,132,4
Elwood,108/35 Ormond Rd,1,u,420000.0,2017-06-03,7.2,3184,1,1,1192,45,2009,Port Phillip City Council,-37.8831,144.9841,Southern Metropolitan,8989,132,4
Elwood,3/44 Wave St,2,u,695500.0,2017-06-03,7.2,3184,1,1,887,76,1973,Port Phillip City Council,-37.8835,144.987,Southern Metropolitan,8989,132,4
Epping,11 Grimwade Ct,3,h,540000.0,2017-06-03,19.6,3076,1,4,699,118,1988,Whittlesea City Council,-37.6511,145.0461,Northern Metropolitan,10926,184,11
Epping,6 Letchworth Pl,3,h,620000.0,2017-06-03,19.6,3076,1,2,606,120,1975,Whittlesea City Council,-37.6495,145.0365,Northern Metropolitan,10926,184,11
Epping,124 Northumberland Dr,4,h,598000.0,2017-06-03,19.6,3076,2,3,558,0,0,Whittlesea City Council,-37.6426,145.0407,Northern Metropolitan,10926,184,11
Epping,52 Shields St,4,h,650000.0,2017-06-03,19.6,3076,2,2,469,0,2010,Whittlesea City Council,-37.6248,145.0103,Northern Metropolitan,10926,184,11
Essendon,1/143 Bradshaw St,2,u,762000.0,2017-06-03,7.5,3040,1,1,195,0,0,Moonee Valley City Council,-37.7413,144.895,Western Metropolitan,9264,288,10
Essendon,24 Butler St,3,h,1025000.0,2017-06-03,7.5,3040,2,2,203,156,2016,Moonee Valley City Council,-37.7558,144.9106,Western Metropolitan,9264,288,10
Essendon,1 Daisy St,4,h,1360000.0,2017-06-03,7.5,3040,2,1,267,0,0,Moonee Valley City Council,-37.7547,144.9272,Western Metropolitan,9264,288,10
Essendon,48 Fitzgerald Rd,3,h,900000.0,2017-06-03,7.5,3040,1,1,324,0,0,Moonee Valley City Council,-37.7525,144.9042,Western Metropolitan,9264,288,10
Essendon,27 Miller St,3,h,1320000.0,2017-06-03,7.5,3040,2,1,276,149,1910,Moonee Valley City Council,-37.7513,144.8956,Western Metropolitan,9264,288,10
Essendon,1/10 Schofield St,3,u,786000.0,2017-06-03,7.5,3040,2,1,138,0,1982,Moonee Valley City Council,-37.7528,144.9098,Western Metropolitan,9264,288,10
Essendon,35 Washington St,5,h,2210000.0,2017-06-03,7.5,3040,3,2,590,223,1880,Moonee Valley City Council,-37.7551,144.9094,Western Metropolitan,9264,288,10
Essendon,9 Washington St,3,h,1520000.0,2017-06-03,7.5,3040,2,1,321,0,0,Moonee Valley City Council,0.0,0.0,Western Metropolitan,9264,288,10
Fairfield,13 Darling St,3,h,1200000.0,2017-06-03,5.7,3078,1,2,440,0,0,Darebin City Council,-37.7756,145.0245,Northern Metropolitan,2970,320,4
Fawkner,108 Argyle St,3,h,700000.0,2017-06-03,13.1,3060,2,2,400,146,1960,Hume City Council,-37.7169,144.9653,Northern Metropolitan,5070,201,6
Fawkner,42 Denys St,3,h,712000.0,2017-06-03,13.1,3060,1,2,603,94,1960,Hume City Council,-37.7004,144.9701,Northern Metropolitan,5070,201,6
Fawkner,16 Lynch Rd,3,h,775000.0,2017-06-03,13.1,3060,1,2,621,141,1960,Hume City Council,-37.7119,144.974,Northern Metropolitan,5070,201,6
Fawkner,66 Queens Pde,4,h,821000.0,2017-06-03,13.1,3060,1,1,687,0,0,Hume City Council,-37.7188,144.9653,Northern Metropolitan,5070,201,6
Ferntree Gully,32 Elton Rd,3,h,663500.0,2017-06-03,24.8,3156,1,2,736,0,0,Knox City Council,-37.8891,145.2694,Eastern Metropolitan,10788,442,11
Ferntree Gully,41 Trafalgar St,3,h,805000.0,2017-06-03,24.8,3156,1,2,1008,0,0,Knox City Council,-37.8988,145.2887,Eastern Metropolitan,10788,442,11
Flemington,23 Waltham St,4,h,1290000.0,2017-06-03,3.4,3031,2,0,202,0,0,Melbourne City Council,-37.7836,144.9293,Northern Metropolitan,3593,449,7
Flemington,36 Wellington St,4,h,2268000.0,2017-06-03,3.4,3031,2,2,616,0,1888,Melbourne City Council,-37.7847,144.9322,Northern Metropolitan,3593,449,7
Footscray,1 Swallow La,3,u,605000.0,2017-06-03,5.1,3011,1,2,4096,0,0,Maribyrnong City Council,-37.8021,144.9075,Western Metropolitan,7570,275,6
Forest Hill,42 Sandon Cct,3,u,764000.0,2017-06-03,15.4,3131,2,1,258,258,0,Whitehorse City Council,-37.8359,145.1682,Eastern Metropolitan,4385,262,4
Frankston,24 Victoria Pde,3,h,700000.0,2017-06-03,38.0,3199,1,2,593,102,1960,Frankston City Council,-38.1552,145.1271,South-Eastern Metropolitan,17055,340,18
Frankston North,1 Monterey Bvd,3,h,452000.0,2017-06-03,36.9,3200,1,0,624,114,1962,Frankston City Council,-38.1187,145.1497,Eastern Victoria,2500,153,3
Glen Iris,9 Summerhill Rd,3,h,1890000.0,2017-06-03,7.3,3146,1,2,554,169,1925,Boroondara City Council,-37.8495,145.0773,Southern Metropolitan,10412,217,6
Glen Waverley,91 Orchard St,4,h,1750000.0,2017-06-03,16.7,3150,1,2,655,161,1970,Monash City Council,-37.8717,145.1527,Eastern Metropolitan,15321,291,21
Glen Waverley,1/8 Short St,2,u,1100000.0,2017-06-03,16.7,3150,1,1,258,106,1980,Monash City Council,-37.8825,145.1598,Eastern Metropolitan,15321,291,21
Glenroy,92 Glenroy Rd,4,h,750000.0,2017-06-03,11.2,3046,2,3,659,0,0,Moreland City Council,-37.7062,144.9292,Northern Metropolitan,8870,396,10
Glenroy,16 Heather Ct,3,h,695000.0,2017-06-03,11.2,3046,1,2,649,95,1955,Moreland City Council,-37.6978,144.9195,Northern Metropolitan,8870,396,10
Greensborough,5 Cam St,3,h,817000.0,2017-06-03,16.1,3088,2,1,610,21,1970,Banyule City Council,-37.7144,145.1011,Northern Metropolitan,8524,362,11
Greensborough,178 Henry St,3,h,760000.0,2017-06-03,16.1,3088,1,3,570,0,0,Banyule City Council,-37.7082,145.1003,Northern Metropolitan,8524,362,11
Greenvale,1 Chester Cl,3,h,680000.0,2017-06-03,20.4,3059,2,1,650,204,1990,Hume City Council,-37.6405,144.8846,Northern Metropolitan,4864,123,5
Greenvale,7 Murray Ct,5,h,1170000.0,2017-06-03,20.4,3059,3,5,1750,310,1990,Hume City Council,-37.6544,144.8911,Northern Metropolitan,4864,123,5
Greenvale,23 Wallace Dr,5,h,830000.0,2017-06-03,20.4,3059,4,5,602,264,2001,Hume City Council,-37.6504,144.8995,Northern Metropolitan,4864,123,5
Hadfield,117 East St,3,h,731000.0,2017-06-03,11.2,3046,1,2,608,0,0,Moreland City Council,-37.7053,144.9508,Northern Metropolitan,2606,396,10
Hadfield,20 Lockley St,3,h,827000.0,2017-06-03,11.2,3046,1,2,676,113,1960,Moreland City Council,-37.7033,144.9416,Northern Metropolitan,2606,396,10
Hallam,196 Princes Hwy,3,h,680000.0,2017-06-03,32.3,3803,1,2,795,0,1970,Casey City Council,-38.0053,145.2691,South-Eastern Metropolitan,3728,154,2
Hawthorn,3/150 Barkers Rd,3,u,690000.0,2017-06-03,5.3,3122,1,1,1396,95,1965,Boroondara City Council,-37.8142,145.0308,Southern Metropolitan,11308,144,8
Hawthorn,8/9 Coppin Gr,2,u,1022000.0,2017-06-03,5.3,3122,1,1,2267,104,1930,Boroondara City Council,-37.8219,145.0175,Southern Metropolitan,11308,144,8
Hawthorn,17 Fairview St,5,h,5510000.0,2017-06-03,5.3,3122,2,5,820,300,1971,Boroondara City Council,-37.8303,145.0297,Southern Metropolitan,11308,144,8
Hawthorn,49 Grove Rd,4,h,3335000.0,2017-06-03,5.3,3122,2,2,371,276,1890,Boroondara City Council,-37.8147,145.0261,Southern Metropolitan,11308,144,8
Hawthorn,2 Scott St,2,h,1790000.0,2017-06-03,5.3,3122,2,2,460,0,1958,Boroondara City Council,-37.8343,145.0415,Southern Metropolitan,11308,144,8
Hawthorn East,22 Caroline St,3,h,1875000.0,2017-06-03,6.2,3123,2,1,282,141,1890,Boroondara City Council,-37.8291,145.0453,Southern Metropolitan,6482,117,5
Hawthorn East,2 Fairmount Rd,4,h,2320000.0,2017-06-03,6.2,3123,2,2,528,199,1980,Boroondara City Council,-37.8354,145.0431,Southern Metropolitan,6482,117,5
Hawthorn East,2/859 Toorak Rd,3,t,1465000.0,2017-06-03,6.2,3123,2,2,265,177,2010,Boroondara City Council,-37.8451,145.0525,Southern Metropolitan,6482,117,5
Heathmont,14/270 Canterbury Rd,3,t,701000.0,2017-06-03,21.3,3135,2,2,173,140,2009,Maroondah City Council,-37.8327,145.2348,Eastern Metropolitan,3794,251,7
Heathmont,7 Christine Ct,3,h,850000.0,2017-06-03,21.3,3135,1,2,797,0,0,Maroondah City Council,-37.8306,145.2307,Eastern Metropolitan,3794,251,7
Heidelberg Heights,79 Bamfield Rd,3,h,885000.0,2017-06-03,8.8,3081,1,1,592,125,1960,Banyule City Council,-37.7374,145.056,Eastern Metropolitan,2947,361,2
Highett,3 The Crescent,3,h,1190000.0,2017-06-03,16.0,3190,1,1,635,0,0,Bayside City Council,-37.9465,145.0486,Southern Metropolitan,4794,256,1
Hillside,4 Whitmore Pl,3,h,485000.0,2017-06-03,18.0,3037,2,1,453,153,1997,Brimbank City Council,-37.6881,144.75,Western Metropolitan,5556,542,9
Hoppers Crossing,23 Cleveland Dr,3,h,530000.0,2017-06-03,18.4,3029,2,2,530,0,0,Wyndham City Council,-37.8652,144.6667,Western Metropolitan,13830,539,26
Hoppers Crossing,10 Dawe Ct,3,h,515000.0,2017-06-03,18.4,3029,1,2,565,0,0,Wyndham City Council,-37.8685,144.6804,Western Metropolitan,13830,539,26
Hoppers Crossing,533 Sayers Rd,4,h,1305000.0,2017-06-03,18.4,3029,2,0,4606,0,0,Wyndham City Council,-37.8493,144.6942,Western Metropolitan,13830,539,26
Hoppers Crossing,22 Strang St,3,h,555500.0,2017-06-03,18.4,3029,2,1,557,136,1971,Wyndham City Council,-37.875,144.6962,Western Metropolitan,13830,539,26
Ivanhoe,29 Livingstone St,4,h,1350000.0,2017-06-03,7.8,3079,1,2,587,0,0,Banyule City Council,-37.7674,145.0394,Eastern Metropolitan,5549,185,6
Ivanhoe,1/12 Thoresby Gr,3,h,1300000.0,2017-06-03,7.8,3079,2,2,334,128,2005,Banyule City Council,-37.7654,145.0496,Eastern Metropolitan,5549,185,6
Ivanhoe East,6 Oakdene Pl,3,h,2525000.0,2017-06-03,7.8,3079,2,1,805,261,1930,Banyule City Council,-37.7714,145.0596,Eastern Metropolitan,1554,185,6
Keilor Downs,58 Tarella Dr,3,h,580000.0,2017-06-03,15.5,3038,1,4,677,0,0,Brimbank City Council,-37.7219,144.8149,Western Metropolitan,3656,315,6
Keilor Park,610 Fullarton Rd,3,h,670000.0,2017-06-03,10.4,3042,1,2,647,126,1975,Brimbank City Council,-37.7254,144.8526,Western Metropolitan,1119,320,5
Kensington,9/80 Hobsons Rd,3,t,855000.0,2017-06-03,3.4,3031,2,1,68,0,0,Melbourne City Council,-37.7955,144.9168,Northern Metropolitan,5263,449,7
Kensington,53 Rankins Rd,2,h,990000.0,2017-06-03,3.4,3031,1,0,165,105,1930,Melbourne City Council,-37.7902,144.9319,Northern Metropolitan,5263,449,7
Kew,3/234 Cotham Rd,2,u,630000.0,2017-06-03,5.4,3101,1,1,1037,0,1960,Boroondara City Council,-37.809,145.0476,Southern Metropolitan,10331,152,12
Kew,139 Eglinton St,2,h,912500.0,2017-06-03,5.4,3101,1,2,239,0,0,Boroondara City Council,-37.8008,145.0434,Southern Metropolitan,10331,152,12
Kew,3/29 Mary St,2,u,672000.0,2017-06-03,5.4,3101,1,1,710,0,1960,Boroondara City Council,-37.8055,145.038,Southern Metropolitan,10331,152,12
Kew East,11 Arden Ct,4,h,2162000.0,2017-06-03,7.3,3102,2,3,794,192,1950,Boroondara City Council,-37.7917,145.0586,Southern Metropolitan,2671,93,3
Kew East,7 Riverside Dr,3,h,2260000.0,2017-06-03,7.3,3102,2,4,753,280,1937,Boroondara City Council,-37.7902,145.0638,Southern Metropolitan,2671,93,3
Keysborough,2 Eildon Dr,4,h,745000.0,2017-06-03,25.2,3173,2,1,624,159,1969,Greater Dandenong City Council,-37.9887,145.1616,South-Eastern Metropolitan,8459,152,7
Kingsbury,101 The Fairway,4,h,800001.0,2017-06-03,12.1,3083,1,2,467,120,1970,Darebin City Council,-37.7126,145.03,Northern Metropolitan,1414,494,9
Kingsville,69 Chirnside St,3,h,1180000.0,2017-06-03,6.4,3012,1,1,335,0,0,Maribyrnong City Council,-37.8074,144.883,Western Metropolitan,1808,562,3
Lalor,4 Casey Dr,3,h,521000.0,2017-06-03,16.3,3075,1,2,589,100,1975,Whittlesea City Council,-37.6706,145.037,Northern Metropolitan,8279,153,8
Malvern,1/16 Finlayson St,2,t,910000.0,2017-06-03,5.9,3144,1,2,195,0,0,Stonnington City Council,-37.8692,145.0357,Southern Metropolitan,4675,184,3
Malvern,14 Irving St,3,h,4900000.0,2017-06-03,5.9,3144,4,2,950,0,0,Stonnington City Council,-37.8591,145.0323,Southern Metropolitan,4675,184,3
Malvern,11/37 Wheatland Rd,1,u,455000.0,2017-06-03,5.9,3144,1,1,1112,45,0,Stonnington City Council,-37.8656,145.036,Southern Metropolitan,4675,184,3
Malvern East,7 Nyora St,3,h,2265000.0,2017-06-03,8.4,3145,2,2,531,0,0,Stonnington City Council,-37.8675,145.0512,Southern Metropolitan,8801,240,6
Malvern East,51 Tooronga Rd,3,h,1780000.0,2017-06-03,8.4,3145,2,2,580,146,1930,Stonnington City Council,-37.8683,145.0391,Southern Metropolitan,8801,240,6
Maribyrnong,2/6 Horizon Dr,2,u,585000.0,2017-06-03,4.3,3032,2,2,37000,90,2004,Maribyrnong City Council,-37.7752,144.8925,Western Metropolitan,4918,368,7
Maribyrnong,11 Maireana St,4,h,1085000.0,2017-06-03,4.3,3032,2,2,238,221,2007,Maribyrnong City Council,-37.7833,144.8972,Western Metropolitan,4918,368,7
McKinnon,34 Clee St,4,h,1680000.0,2017-06-03,11.4,3204,2,2,568,0,0,Glen Eira City Council,-37.9069,145.0283,Southern Metropolitan,2397,335,11
Melton,1 Irving Rd,4,h,400000.0,2017-06-03,31.7,3337,2,2,643,30,0,Melton City Council,-37.6883,144.568,Western Victoria,3600,493,12
Melton South,1 Tamar Dr,4,h,355000.0,2017-06-03,29.8,3338,2,1,766,147,1980,Melton City Council,-37.6979,144.5807,Western Victoria,4718,339,8
Melton West,2 Fairbank Pl,5,h,355000.0,2017-06-03,31.7,3337,2,2,666,156,1976,Melton City Council,-37.6752,144.5583,Northern Victoria,6065,493,12
Mentone,10 Chicquita Cct,3,t,815000.0,2017-06-03,20.0,3194,3,2,93,0,0,Kingston City Council,-37.9792,145.0757,South-Eastern Metropolitan,6162,176,8
Mentone,70 Voltri St,3,h,885000.0,2017-06-03,20.0,3194,1,2,530,129,1980,Kingston City Council,-37.9758,145.0811,South-Eastern Metropolitan,6162,176,8
Middle Park,67 McGregor St,3,h,2010000.0,2017-06-03,3.0,3206,1,0,207,128,1890,Port Phillip City Council,-37.8536,144.9642,Southern Metropolitan,2019,199,4
Middle Park,204 Page St,6,h,5600000.0,2017-06-03,3.0,3206,4,2,472,328,1915,Port Phillip City Council,-37.8523,144.9637,Southern Metropolitan,2019,199,4
Middle Park,2 Patterson St,3,h,1850000.0,2017-06-03,3.0,3206,2,1,321,0,0,Port Phillip City Council,-37.8541,144.9641,Southern Metropolitan,2019,199,4
Mill Park,6 Brigden Ct,3,h,663500.0,2017-06-03,17.9,3082,2,1,991,0,0,Whittlesea City Council,-37.6589,145.0625,Northern Metropolitan,10529,166,6
Mill Park,4 Carlita Cl,4,h,732000.0,2017-06-03,17.9,3082,2,1,808,184,1980,Whittlesea City Council,-37.6735,145.0698,Northern Metropolitan,10529,166,6
Mill Park,7 Eaglet Ct,4,h,720000.0,2017-06-03,17.9,3082,2,3,649,158,1985,Whittlesea City Council,-37.6768,145.0641,Northern Metropolitan,10529,166,6
Mill Park,6 Parklea Ct,3,h,556500.0,2017-06-03,17.9,3082,1,2,526,113,1985,Whittlesea City Council,-37.6756,145.0564,Northern Metropolitan,10529,166,6
Montmorency,4/435 Main Rd,3,u,569000.0,2017-06-03,16.2,3094,1,2,280,0,1987,Banyule City Council,-37.731,145.134,Eastern Metropolitan,3891,108,4
Moonee Ponds,36 Aberfeldie St,3,h,1850000.0,2017-06-03,6.2,3039,2,2,596,203,1950,Moonee Valley City Council,-37.7609,144.905,Western Metropolitan,6232,163,3
Moonee Ponds,118 Athol St,2,h,1090000.0,2017-06-03,6.2,3039,1,0,233,0,0,Moonee Valley City Council,-37.7692,144.9119,Western Metropolitan,6232,163,3
Moonee Ponds,26 Scotia St,2,h,760000.0,2017-06-03,6.2,3039,1,0,251,110,1980,Moonee Valley City Council,-37.7686,144.9058,Western Metropolitan,6232,163,3
Moorabbin,2 Matilda Rd,3,h,1090500.0,2017-06-03,14.3,3189,2,2,347,0,1955,Kingston City Council,-37.9427,145.0578,Southern Metropolitan,2555,150,5
Mooroolbark,188 Cardigan Rd,5,h,872000.0,2017-06-03,26.5,3138,2,2,1254,186,1980,Yarra Ranges Shire Council,-37.7903,145.3374,Eastern Victoria,8280,164,10
Mooroolbark,32 Churchill Dr,3,h,730000.0,2017-06-03,26.5,3138,2,2,947,104,1978,Yarra Ranges Shire Council,-37.7652,145.3298,Eastern Victoria,8280,164,10
Mordialloc,1/6 Krone St,4,t,1170000.0,2017-06-03,21.5,3195,2,2,312,179,2004,Kingston City Council,-38.002,145.0892,South-Eastern Metropolitan,3650,580,11
Mount Waverley,1/577 High Street Rd,2,u,720000.0,2017-06-03,14.2,3149,1,1,198,0,0,Monash City Council,-37.8714,145.1433,Eastern Metropolitan,13366,154,10
Mount Waverley,3/593 High Street Rd,2,u,572000.0,2017-06-03,14.2,3149,1,1,173,0,1970,Monash City Council,-37.8714,145.145,Eastern Metropolitan,13366,154,10
Mount Waverley,7 Milliara St,3,h,1640000.0,2017-06-03,14.2,3149,1,2,911,0,0,Monash City Council,-37.8691,145.1439,Eastern Metropolitan,13366,154,10
Mount Waverley,2/36 Swayfield Rd,3,t,1011000.0,2017-06-03,14.2,3149,2,2,297,135,2001,Monash City Council,-37.8605,145.1285,Eastern Metropolitan,13366,154,10
Mount Waverley,309 Waverley Rd,5,h,1450000.0,2017-06-03,14.2,3149,2,2,728,0,0,Monash City Council,-37.8841,145.1237,Eastern Metropolitan,13366,154,10
Mulgrave,2 Barclay Ct,3,h,880000.0,2017-06-03,18.8,3170,2,2,705,0,0,Monash City Council,-37.9227,145.1673,South-Eastern Metropolitan,7113,149,5
Murrumbeena,13 Churchill Cl,3,h,1256000.0,2017-06-03,10.1,3163,2,2,335,0,0,Glen Eira City Council,-37.9042,145.0617,Southern Metropolitan,4442,341,5
Murrumbeena,1/1 Nangana Rd,2,u,602000.0,2017-06-03,10.1,3163,1,1,1166,0,0,Glen Eira City Council,-37.8867,145.0723,Southern Metropolitan,4442,341,5
Niddrie,61 Nolan St,4,h,1337000.0,2017-06-03,10.4,3042,2,2,650,254,1955,Moonee Valley City Council,-37.741,144.885,Western Metropolitan,2291,320,5
North Melbourne,22 Melrose St,2,h,970000.0,2017-06-03,1.8,3051,1,0,102,66,1900,Melbourne City Council,-37.7949,144.9421,Northern Metropolitan,6821,169,5
Northcote,44 Bent St,3,h,1232000.0,2017-06-03,5.3,3070,1,1,352,0,1900,Darebin City Council,-37.7671,144.9962,Northern Metropolitan,11364,164,6
Nunawading,1A Thelma St,4,t,950000.0,2017-06-03,15.4,3131,2,2,338,0,0,Manningham City Council,-37.8107,145.1731,Eastern Metropolitan,4973,262,4
Oak Park,4/4 Ethel St,2,u,460000.0,2017-06-03,11.2,3046,1,1,106,0,0,Moreland City Council,-37.7233,144.9168,Northern Metropolitan,2651,396,10
Oak Park,24 Vincent St,4,h,1138000.0,2017-06-03,11.2,3046,2,2,697,189,1960,Moreland City Council,-37.72,144.9168,Northern Metropolitan,2651,396,10
Oakleigh,19 Westgate St,4,h,1410000.0,2017-06-03,12.3,3166,2,2,568,0,0,Monash City Council,-37.9054,145.0867,Southern Metropolitan,3224,440,7
Oakleigh,31 Westgate St,3,h,1245000.0,2017-06-03,12.3,3166,1,1,545,0,0,Monash City Council,-37.9063,145.0865,Southern Metropolitan,3224,440,7
Oakleigh East,41 Clayton Rd,2,h,1114000.0,2017-06-03,12.3,3166,1,1,703,90,1960,Monash City Council,-37.9024,145.1238,Southern Metropolitan,2547,440,7
Oakleigh East,3/1 Inga St,3,u,740000.0,2017-06-03,12.3,3166,1,1,211,90,2004,Monash City Council,-37.8994,145.1152,Southern Metropolitan,2547,440,7
Oakleigh South,5 Ellesmere St,4,h,1120000.0,2017-06-03,15.5,3167,2,2,564,161,1975,Kingston City Council,-37.9354,145.0841,South-Eastern Metropolitan,3692,184,3
Oakleigh South,47 Washington Dr,3,h,945000.0,2017-06-03,15.5,3167,1,2,640,0,0,Kingston City Council,-37.9365,145.0873,South-Eastern Metropolitan,3692,184,3
Ormond,8/17 Arnott St,1,u,280000.0,2017-06-03,11.4,3204,1,1,821,33,1975,Glen Eira City Council,-37.903,145.0464,Southern Metropolitan,3578,335,11
Parkdale,22 Booth St,3,h,1315000.0,2017-06-03,21.5,3195,2,2,627,197,1950,Kingston City Council,-37.9954,145.0873,South-Eastern Metropolitan,5087,580,11
Parkville,401/228 The Avenue,3,u,1770000.0,2017-06-03,1.8,3052,2,1,2431,70,1999,Melbourne City Council,-37.7821,144.9576,Northern Metropolitan,2309,129,3
Pascoe Vale,41 Essex St,3,u,630000.0,2017-06-03,8.5,3044,1,1,365,0,0,Moreland City Council,-37.7274,144.9459,Northern Metropolitan,7485,251,7
Port Melbourne,410 Graham St,3,h,1325000.0,2017-06-03,3.5,3207,2,2,133,0,0,Melbourne City Council,-37.8352,144.9347,Southern Metropolitan,8648,232,2
Port Melbourne,202/2 Rouse St,2,u,625000.0,2017-06-03,3.5,3207,1,1,6830,0,0,Melbourne City Council,-37.8443,144.9437,Southern Metropolitan,8648,232,2
Port Melbourne,409/216 Rouse St,2,u,665000.0,2017-06-03,3.5,3207,2,1,1472,81,2010,Melbourne City Council,-37.841,144.9379,Southern Metropolitan,8648,232,2
Prahran,37 Charles St,3,h,1400000.0,2017-06-03,4.6,3181,2,0,145,138,1880,Stonnington City Council,-37.8496,144.9889,Southern Metropolitan,7717,346,4
Preston,129 Albert St,3,h,850000.0,2017-06-03,8.4,3072,1,2,485,0,0,Darebin City Council,-37.7383,145.0235,Northern Metropolitan,14577,184,13
Preston,1 Bellarine St,5,h,1400000.0,2017-06-03,8.4,3072,2,2,558,217,1925,Darebin City Council,-37.7347,144.9966,Northern Metropolitan,14577,184,13
Preston,34 Grange St,3,h,930000.0,2017-06-03,8.4,3072,1,0,357,0,0,Darebin City Council,-37.7377,144.9878,Northern Metropolitan,14577,184,13
Preston,121 Murray Rd,4,h,830000.0,2017-06-03,8.4,3072,1,2,540,540,1965,Darebin City Council,-37.7394,145.0152,Northern Metropolitan,14577,184,13
Preston,145 Murray Rd,3,h,881000.0,2017-06-03,8.4,3072,1,2,470,115,1930,Darebin City Council,-37.7391,145.013,Northern Metropolitan,14577,184,13
Preston,2/7 Oak St,3,u,660000.0,2017-06-03,8.4,3072,1,1,234,0,1995,Darebin City Council,-37.7351,145.0317,Northern Metropolitan,14577,184,13
Preston,202 Raglan St,3,h,945000.0,2017-06-03,8.4,3072,1,2,349,120,1940,Darebin City Council,-37.7495,145.0088,Northern Metropolitan,14577,184,13
Preston,8 Scotia St,3,h,1210000.0,2017-06-03,8.4,3072,2,2,515,126,1920,Darebin City Council,-37.7479,144.9911,Northern Metropolitan,14577,184,13
Preston,34 Showers St,3,h,970000.0,2017-06-03,8.4,3072,1,1,345,0,1950,Darebin City Council,-37.7482,144.9983,Northern Metropolitan,14577,184,13
Preston,3/26 Tyler St,2,u,465000.0,2017-06-03,8.4,3072,1,1,163,169,0,Darebin City Council,-37.7331,145.0355,Northern Metropolitan,14577,184,13
Preston,42 Tyler St,3,h,725000.0,2017-06-03,8.4,3072,1,2,590,94,1950,Darebin City Council,-37.7331,145.0344,Northern Metropolitan,14577,184,13
Preston,49 Wallace St,3,h,990000.0,2017-06-03,8.4,3072,1,1,545,0,0,Darebin City Council,-37.7426,144.9931,Northern Metropolitan,14577,184,13
Preston,39 William St,3,h,972500.0,2017-06-03,8.4,3072,1,1,448,103,1930,Darebin City Council,-37.7344,145.002,Northern Metropolitan,14577,184,13
Preston,26A Young St,3,h,955000.0,2017-06-03,8.4,3072,1,1,263,123,2000,Darebin City Council,-37.7474,145.0093,Northern Metropolitan,14577,184,13
Princes Hill,109 McIlwraith St,3,h,1900000.0,2017-06-03,3.5,3054,1,0,204,194,1910,Yarra City Council,-37.7825,144.9682,Northern Metropolitan,1008,217,3
Reservoir,13 Crispe St,4,h,1100000.0,2017-06-03,12.0,3073,2,2,665,0,0,Darebin City Council,-37.7279,144.9942,Northern Metropolitan,21650,181,14
Reservoir,5 Edgar St,5,h,1266000.0,2017-06-03,12.0,3073,2,2,601,0,1990,Darebin City Council,-37.7296,145.0071,Northern Metropolitan,21650,181,14
Reservoir,9 Frankston St,3,h,1040000.0,2017-06-03,12.0,3073,2,1,461,0,0,Darebin City Council,-37.725,145.0004,Northern Metropolitan,21650,181,14
